Student_ID,Age,Gender,Degree,Branch,CGPA,Internships,Projects,Coding_Skills,Communication_Skills,Aptitude_Test_Score,Soft_Skills_Rating,Certifications,Backlogs,Placement_Status
29681,20,Female,BCA,ECE,6.36,0,4,6,3,56,7,2,1,Not Placed
49267,22,Female,BCA,Civil,7.26,1,4,6,5,99,4,2,1,Placed
44874,20,Male,BCA,CSE,5.94,0,4,7,7,56,7,2,3,Not Placed
43839,18,Male,B.Tech,ECE,8.07,2,5,7,7,79,5,2,1,Placed
29616,21,Male,B.Sc,Civil,7.87,0,4,5,6,90,7,2,0,Placed
49861,19,Female,BCA,IT,7.01,0,4,6,6,69,7,2,0,Placed
38335,21,Female,BCA,CSE,4.97,0,4,10,3,53,4,3,1,Not Placed
29378,22,Female,BCA,CSE,6.57,0,4,7,6,72,6,2,2,Not Placed
20111,22,Male,B.Sc,ECE,5.37,0,2,2,8,53,6,1,3,Not Placed
6692,20,Female,MCA,Civil,6.02,0,2,2,5,48,6,1,1,Not Placed
49537,23,Female,B.Tech,Civil,7.53,2,4,5,6,81,7,2,0,Placed
39870,18,Male,MCA,CSE,8.53,0,4,6,6,68,5,2,0,Placed
31599,21,Male,BCA,ME,5.83,0,2,3,4,55,6,1,1,Not Placed
37706,18,Male,BCA,IT,6.65,1,4,7,4,64,8,2,2,Not Placed
7077,18,Female,B.Sc,CSE,7.95,1,5,8,7,90,4,3,0,Placed
49752,18,Male,BCA,ECE,6.81,1,3,5,5,57,6,1,2,Not Placed
20109,18,Male,BCA,Civil,8.4,2,5,8,3,72,5,2,0,Not Placed
4466,22,Female,B.Tech,ME,8.22,2,5,7,7,84,5,2,0,Placed
19064,18,Male,BCA,Civil,7.26,1,4,7,4,77,6,2,1,Not Placed
19043,18,Male,B.Sc,Civil,7.23,0,4,6,5,71,5,2,0,Placed
43895,18,Female,MCA,IT,7.63,1,5,10,4,67,6,3,0,Not Placed
24090,24,Female,BCA,Civil,7.18,0,3,3,6,74,5,1,1,Not Placed
156,23,Female,MCA,Civil,5.46,1,2,3,3,57,5,1,3,Not Placed
16603,23,Female,B.Sc,ECE,7.33,1,4,5,7,69,6,2,0,Placed
42289,18,Female,B.Sc,ME,5.24,0,3,5,7,,6,1,3,Not Placed
44671,20,Male,BCA,IT,5.31,2,3,5,3,62,8,2,2,Not Placed
20097,20,Male,BCA,ME,8.13,0,4,5,6,68,5,2,0,Placed
13150,22,Female,MCA,ME,7.96,1,4,6,5,77,3,2,1,Placed
38200,23,Female,B.Tech,CSE,7.8,2,5,9,4,73,5,3,0,Not Placed
48138,20,Male,BCA,ECE,6.67,0,4,6,5,52,5,2,1,Not Placed
26192,21,Female,B.Tech,ECE,7.48,0,4,5,4,75,6,2,0,Not Placed
35500,18,Female,BCA,Civil,6.6,0,3,3,5,57,3,1,0,Not Placed
40263,22,Male,BCA,IT,7.34,1,4,7,6,61,6,2,0,Placed
11060,24,Male,BCA,ECE,7.5,2,5,8,8,57,6,2,0,Placed
18793,19,Male,B.Sc,IT,7.32,1,5,8,5,57,4,2,1,Placed
43991,21,Male,B.Tech,ME,8.13,2,5,8,5,100,7,3,0,Placed
15803,20,Male,B.Tech,ECE,7.08,0,4,6,3,68,6,2,0,Not Placed
42710,19,Female,BCA,IT,6.86,0,3,3,5,84,3,1,0,Not Placed
32655,24,Female,BCA,ME,7.95,1,4,6,4,81,6,2,0,Not Placed
4722,24,Female,B.Tech,ECE,4.87,0,2,2,6,44,6,1,2,Not Placed
21938,18,Female,B.Sc,CSE,7.11,1,5,8,4,64,6,2,1,Not Placed
23765,19,Female,B.Tech,IT,7.57,0,4,6,7,85,6,2,0,Placed
38935,19,Female,B.Tech,ME,9.48,1,5,8,8,89,6,3,0,Placed
16298,20,Female,B.Tech,ME,7.14,1,4,5,5,71,4,2,0,Placed
46187,24,Female,B.Tech,CSE,5.55,0,3,4,5,36,5,1,2,Not Placed
16329,23,Male,BCA,IT,6.8,1,4,7,5,69,5,2,0,Placed
46830,21,Female,MCA,ME,6.51,1,3,5,7,62,6,2,0,Placed
11556,22,Male,MCA,ECE,9.21,0,5,6,2,94,5,2,0,Not Placed
46042,19,Male,BCA,Civil,6.71,0,2,1,6,62,7,1,1,Not Placed
3024,22,Female,B.Tech,IT,7.88,2,4,6,7,71,8,2,1,Placed
4355,20,Male,MCA,IT,6.88,0,3,5,5,89,4,2,0,Placed
3299,19,Female,B.Sc,Civil,8.85,3,5,8,4,73,4,2,0,Not Placed
15390,23,Male,B.Sc,ECE,6.81,1,3,5,5,57,4,1,2,Not Placed
9432,22,Male,MCA,ECE,7.78,1,4,6,6,83,4,2,1,Placed
16931,22,Female,MCA,ECE,8.98,2,5,7,4,81,5,2,0,Not Placed
46626,22,Female,B.Tech,ECE,7.4,0,4,6,6,76,7,2,2,Not Placed
32200,20,Female,B.Sc,ME,7.78,2,4,7,4,75,6,2,0,Not Placed
18975,18,Female,MCA,CSE,6.28,0,4,6,5,71,7,2,1,Not Placed
267,19,Female,BCA,ME,8.08,0,4,6,4,86,7,2,0,Not Placed
26676,22,Male,MCA,Civil,6.13,0,4,6,6,58,6,2,2,Not Placed
38403,19,Female,BCA,IT,6.13,0,4,6,4,49,7,2,2,Not Placed
6997,24,Female,MCA,IT,6.57,0,3,5,9,55,4,1,0,Placed
18902,23,Male,B.Tech,Civil,8.31,0,4,4,6,81,6,2,0,Not Placed
37228,19,Female,BCA,IT,7.19,1,4,7,7,77,5,2,0,Placed
30386,19,Female,B.Sc,ECE,7.02,2,4,7,6,70,5,2,0,Placed
2707,22,Female,BCA,ECE,8.32,2,4,5,8,100,6,2,0,Placed
27231,23,Female,BCA,Civil,7.27,0,3,4,6,76,4,1,2,Not Placed
18107,18,Female,MCA,ME,7.11,0,3,4,6,70,7,1,0,Not Placed
24871,21,Male,MCA,IT,6.94,1,4,7,6,74,6,2,1,Placed
9338,21,Female,B.Tech,ME,6.47,1,4,7,6,58,5,2,1,Not Placed
23260,23,Female,B.Tech,CSE,6.76,0,4,8,6,51,4,2,0,Not Placed
44193,23,Male,BCA,ME,6.12,0,3,3,6,61,5,1,1,Not Placed
14646,19,Male,BCA,ME,8.47,0,4,4,5,89,5,2,0,Not Placed
453,22,Female,MCA,ME,5.87,0,3,4,5,50,4,1,1,Not Placed
10514,21,Male,MCA,Civil,7.6,1,3,4,7,68,5,1,0,Not Placed
20246,22,Female,B.Tech,IT,5.45,1,3,6,6,46,5,2,1,Not Placed
18765,20,Male,MCA,CSE,5.81,0,3,4,5,80,6,2,1,Not Placed
23215,21,Male,B.Tech,ECE,7.34,0,4,5,5,80,5,2,0,Placed
179,24,Male,BCA,ME,7.5,0,3,4,6,71,4,1,0,Not Placed
22979,20,Male,B.Sc,IT,6.41,1,4,6,6,83,6,2,1,Not Placed
27150,23,Male,BCA,ME,7.4,2,5,8,5,75,7,2,1,Placed
5982,22,Female,B.Sc,IT,7.97,3,4,7,7,90,8,2,0,Placed
20575,23,Female,B.Tech,ECE,6.42,0,3,4,4,57,6,1,1,Not Placed
49292,24,Male,BCA,Civil,6.16,1,3,5,5,62,4,2,2,Not Placed
38737,21,Male,B.Sc,IT,7.84,3,4,7,1,71,7,2,0,Not Placed
22508,22,Male,B.Tech,CSE,7.54,1,5,9,8,68,6,3,1,Placed
39401,18,Male,BCA,ME,7.04,1,4,7,4,85,4,2,0,Not Placed
49088,23,Female,MCA,CSE,7.16,0,3,2,6,77,6,1,0,Not Placed
17338,22,Male,MCA,IT,7.07,0,4,6,4,58,6,2,0,Not Placed
24732,19,Male,BCA,IT,6.75,0,3,5,5,64,6,2,1,Placed
3646,21,Male,B.Sc,Civil,8.07,0,4,4,4,58,7,1,1,Not Placed
8497,19,Female,B.Tech,ECE,5.96,0,2,3,4,81,6,1,3,Not Placed
15757,18,Female,BCA,ECE,6.2,0,4,6,4,60,6,2,2,Not Placed
3359,18,Female,B.Sc,Civil,6.07,2,3,5,4,57,5,1,2,Not Placed
13957,19,Male,B.Tech,CSE,8.01,1,5,8,4,82,5,3,0,Not Placed
6719,20,Male,B.Sc,ME,5.2,0,2,3,8,51,7,1,3,Not Placed
17291,18,Female,BCA,IT,8.08,1,4,6,5,66,3,2,0,Placed
11305,20,Male,BCA,ECE,7.23,1,4,7,4,65,6,2,0,Not Placed
14051,23,Male,B.Sc,ME,5.85,0,2,2,6,51,5,1,1,Not Placed
29786,22,Female,BCA,CSE,6.7,0,3,4,5,70,6,1,0,Not Placed
8863,22,Male,BCA,IT,6.08,0,3,4,4,54,3,1,1,Not Placed
23545,23,Female,BCA,Civil,8.86,2,5,7,5,89,5,2,0,Placed
40669,21,Female,MCA,IT,7.01,0,4,6,7,65,6,2,0,Placed
3907,20,Male,BCA,CSE,6.13,1,4,8,5,42,6,2,2,Not Placed
23325,20,Female,BCA,Civil,7.64,1,4,5,8,75,7,2,0,Placed
43975,19,Female,MCA,ME,5.4,0,3,6,6,55,4,2,3,Not Placed
42074,22,Female,MCA,CSE,8.65,2,6,10,6,84,9,3,0,Placed
40466,21,Male,B.Tech,ME,7.53,1,4,6,6,68,5,2,0,Placed
27819,24,Male,BCA,ME,4.73,0,1,1,8,37,5,0,1,Not Placed
14803,18,Male,BCA,ME,7.16,1,4,6,5,79,4,2,0,Placed
8507,18,Female,MCA,ME,7.67,1,3,3,6,84,5,1,0,Not Placed
43865,20,Male,B.Sc,ME,7.74,0,4,5,6,70,5,2,0,Placed
8539,19,Male,MCA,Civil,7.13,1,3,2,5,58,5,1,1,Not Placed
14862,23,Male,B.Sc,ME,9.32,1,5,8,6,100,7,3,0,Placed
23081,23,Male,MCA,CSE,8.36,2,4,6,5,75,5,2,0,Placed
29438,24,Male,BCA,CSE,6.06,0,4,8,6,65,5,2,2,Not Placed
18566,21,Male,B.Tech,IT,8.78,3,5,9,6,96,5,3,0,Placed
1959,21,Male,B.Sc,ME,5.93,0,3,5,5,62,6,2,3,Not Placed
25074,22,Female,MCA,ECE,7.46,0,4,5,4,77,4,2,0,Not Placed
23785,18,Male,MCA,ME,5.99,0,2,1,7,80,6,1,1,Not Placed
11227,24,Male,MCA,CSE,6.01,1,3,3,5,51,5,1,3,Not Placed
8405,22,Female,BCA,ME,5.3,0,2,1,5,57,5,0,2,Not Placed
26377,18,Female,MCA,IT,6.41,2,4,7,4,57,5,2,1,Not Placed
25272,22,Female,B.Sc,IT,7.65,1,4,5,6,68,8,2,0,Placed
47844,23,Male,BCA,ECE,6.21,2,4,6,5,48,7,2,2,Not Placed
32697,24,Male,BCA,ME,8.35,1,4,5,6,93,5,2,1,Placed
15915,21,Female,BCA,CSE,7.29,1,3,4,5,78,6,1,1,Not Placed
36371,22,Male,B.Sc,CSE,6.9,0,4,7,5,65,6,2,0,Placed
6224,20,Female,B.Tech,ECE,5.95,1,4,8,5,63,7,2,3,Not Placed
33621,22,Male,BCA,CSE,8.03,3,5,8,7,85,5,3,1,Placed
20803,20,Male,B.Sc,Civil,7.05,2,4,5,5,69,7,2,0,Placed
9650,24,Male,B.Sc,IT,6.46,0,4,6,5,44,6,2,3,Not Placed
27215,20,Male,B.Tech,IT,7.15,0,4,5,4,60,5,2,0,Not Placed
7730,19,Male,B.Tech,CSE,6.44,1,4,6,7,69,7,2,3,Not Placed
6702,18,Male,B.Sc,ME,6.38,1,3,5,7,59,6,1,2,Not Placed
41524,18,Female,BCA,ECE,6.2,2,4,7,6,72,3,2,2,Not Placed
48403,22,Female,B.Tech,ME,7.99,1,4,7,5,87,5,2,0,Placed
476,21,Female,MCA,ECE,6.36,2,3,5,5,56,5,1,2,Not Placed
37229,20,Male,MCA,IT,4.5,0,3,6,4,35,5,1,1,Not Placed
1870,20,Male,B.Sc,ME,7.14,1,4,5,6,66,4,2,0,Placed
40143,19,Female,BCA,ECE,7.49,2,4,7,4,67,5,2,0,Not Placed
9187,22,Female,B.Sc,ECE,6.34,1,3,4,8,53,6,1,3,Not Placed
43187,23,Male,MCA,ECE,6.59,0,3,4,4,79,7,1,1,Not Placed
43072,21,Male,B.Tech,Civil,7.62,2,4,7,6,64,4,2,0,Placed
43761,20,Female,B.Sc,ME,6.64,0,3,3,9,60,6,1,0,Not Placed
19044,23,Male,B.Tech,CSE,7.15,1,4,6,4,58,7,2,0,Not Placed
28636,19,Female,B.Sc,Civil,5.11,0,2,2,5,40,3,1,2,Not Placed
32315,23,Female,B.Tech,ECE,7.77,0,4,5,6,92,8,2,0,Placed
42896,22,Female,BCA,ECE,7.64,3,4,7,6,75,5,2,0,Placed
10501,19,Male,MCA,IT,6.7,0,4,6,6,54,6,2,1,Not Placed
3733,23,Male,MCA,Civil,9.02,0,5,6,6,95,4,2,0,Placed
26298,23,Female,B.Sc,Civil,7.87,1,4,7,5,67,6,2,0,Placed
8743,19,Female,B.Sc,ME,9.61,3,6,9,5,82,7,3,0,Placed
8936,20,Female,MCA,ECE,6.11,1,3,4,6,62,6,1,1,Not Placed
20466,22,Female,BCA,IT,7.16,1,4,7,5,70,8,2,0,Placed
8908,24,Female,B.Tech,ME,7,0,4,6,5,66,5,2,0,Placed
15063,20,Female,B.Tech,ECE,7.46,0,4,5,6,80,6,2,0,Placed
17431,18,Female,B.Tech,IT,6.26,1,4,6,6,66,5,2,2,Not Placed
15399,19,Female,B.Tech,Civil,6.41,0,3,3,7,54,7,1,2,Not Placed
46909,19,Female,BCA,ECE,6.35,0,4,7,6,66,7,2,1,Not Placed
16940,18,Female,BCA,ECE,6.52,2,4,6,6,55,6,2,0,Placed
36884,22,Male,B.Sc,Civil,7.71,1,4,5,6,80,6,2,0,Placed
33453,23,Male,BCA,Civil,7.76,0,4,5,7,69,4,2,0,Placed
40356,18,Female,B.Sc,ME,4.5,1,3,5,7,58,5,1,1,Not Placed
24735,18,Female,B.Sc,Civil,8.07,0,4,6,7,97,7,2,0,Placed
13417,24,Female,BCA,CSE,7.69,1,5,9,7,81,3,3,0,Placed
39892,18,Male,B.Sc,ME,5.74,1,4,8,4,62,5,2,1,Not Placed
13768,19,Female,BCA,IT,6.79,1,4,7,2,56,5,2,1,Not Placed
39888,18,Male,B.Tech,IT,7.86,3,4,7,5,75,7,2,0,Placed
18153,22,Female,B.Sc,ECE,8.22,1,5,8,7,77,3,2,0,Placed
26245,20,Male,MCA,CSE,6.13,1,4,6,5,55,4,2,3,Not Placed
27219,19,Male,MCA,CSE,6.36,0,3,5,7,55,6,1,3,Not Placed
45594,23,Female,B.Tech,CSE,7.56,3,5,8,6,73,4,2,1,Placed
2953,22,Male,B.Sc,CSE,7.53,1,5,9,5,61,5,3,2,Not Placed
12557,22,Female,BCA,CSE,7.32,2,5,8,4,88,7,3,1,Not Placed
33274,22,Male,B.Tech,IT,7.95,3,5,9,5,83,8,3,2,Not Placed
43632,24,Male,B.Tech,CSE,5.87,2,3,5,6,55,5,1,1,Not Placed
4952,21,Male,B.Tech,IT,7.09,1,4,7,5,77,8,2,0,Placed
841,21,Male,BCA,Civil,7.33,1,4,5,4,64,7,2,0,Not Placed
21153,22,Female,MCA,Civil,6.97,0,3,4,6,73,6,1,0,Not Placed
37156,24,Male,B.Tech,ECE,6.28,1,4,6,4,77,7,2,2,Not Placed
27473,24,Male,B.Sc,IT,4.99,0,3,5,5,47,6,1,2,Not Placed
5782,22,Female,B.Sc,CSE,5.76,2,4,7,5,53,6,2,2,Not Placed
2561,22,Male,MCA,CSE,7.91,3,5,9,8,79,5,3,0,Placed
40717,22,Male,B.Tech,ME,7.01,2,4,7,4,74,5,2,2,Not Placed
35866,20,Male,B.Sc,Civil,7.43,0,4,6,5,72,5,2,0,Placed
46629,19,Female,B.Tech,IT,4.51,0,2,4,5,44,4,1,1,Not Placed
13457,22,Male,B.Sc,ECE,6.94,1,3,4,8,67,4,1,0,Not Placed
39096,23,Female,B.Sc,ME,5.52,1,4,7,8,53,5,2,1,Not Placed
27519,24,Male,BCA,ME,6.61,1,3,5,3,58,6,1,2,Not Placed
47335,24,Female,B.Sc,IT,8.82,1,6,10,5,95,6,3,0,Placed
3624,19,Female,MCA,CSE,8.66,1,6,10,5,100,6,3,1,Placed
45527,21,Male,MCA,Civil,8.71,2,4,5,5,69,3,2,0,Placed
27468,22,Female,B.Sc,CSE,7.82,0,4,6,8,64,5,2,1,Placed
23388,19,Female,B.Sc,ECE,8.05,2,5,7,9,76,7,2,0,Placed
49940,23,Male,MCA,Civil,9.8,1,4,5,7,100,4,2,0,Placed
43546,20,Female,MCA,ME,4.7,1,2,3,5,43,5,1,3,Not Placed
22850,22,Male,MCA,CSE,7.21,1,4,7,6,86,5,2,1,Placed
2148,23,Female,BCA,IT,7.8,1,5,10,7,78,3,3,0,Placed
24443,18,Female,BCA,ECE,7.68,1,4,7,4,74,5,2,0,Not Placed
10478,21,Female,B.Sc,CSE,6.4,0,3,5,5,71,6,2,1,Not Placed
29441,24,Female,B.Sc,Civil,8.26,1,5,8,9,70,6,2,0,Placed
31414,20,Male,B.Sc,ME,9.11,0,4,5,8,100,5,2,0,Placed
5750,23,Female,BCA,Civil,8.14,0,3,3,5,86,6,1,0,Not Placed
39038,23,Female,MCA,IT,7.22,1,4,7,6,70,4,2,1,Placed
17961,23,Male,BCA,CSE,4.5,1,2,4,3,37,5,1,2,Not Placed
38765,19,Male,MCA,CSE,7.6,3,4,7,8,85,6,2,0,Placed
35067,22,Female,MCA,Civil,7.19,3,4,7,5,64,6,2,0,Placed
33838,22,Female,B.Tech,CSE,8.23,3,5,7,4,53,6,2,0,Not Placed
29865,21,Male,BCA,Civil,6.94,0,3,4,7,60,5,1,0,Not Placed
20759,20,Male,B.Sc,ECE,8.15,2,4,6,6,92,6,2,0,Placed
45680,23,Female,BCA,IT,7.63,1,5,8,6,67,5,2,1,Placed
46436,22,Male,BCA,CSE,7.77,2,5,8,3,83,7,3,2,Not Placed
16665,22,Female,B.Tech,ME,6.42,0,3,3,8,75,4,1,1,Not Placed
21105,19,Male,MCA,IT,6.15,0,3,3,3,70,5,1,3,Not Placed
12988,20,Female,MCA,CSE,7.53,1,5,9,3,82,6,3,0,Not Placed
31913,21,Male,B.Sc,IT,7.11,1,5,9,5,78,7,3,0,Placed
40955,22,Male,BCA,IT,8.15,1,5,8,9,93,5,3,0,Placed
30896,21,Female,MCA,ME,6.03,0,3,4,5,66,5,1,2,Not Placed
560,19,Male,B.Sc,ME,7.54,1,4,6,3,57,5,2,2,Not Placed
35583,21,Male,B.Sc,ECE,8.43,2,4,6,6,74,4,2,0,Placed
19771,19,Female,BCA,Civil,5.92,0,2,3,5,35,5,1,1,Not Placed
23198,18,Male,BCA,IT,7.04,0,4,6,4,61,7,2,1,Not Placed
3580,21,Female,B.Sc,ECE,7.17,2,4,5,5,76,4,2,0,Placed
47277,21,Female,B.Sc,CSE,7.6,1,5,10,5,59,4,3,0,Placed
47537,18,Male,BCA,ME,4.99,0,2,4,3,57,6,1,1,Not Placed
46700,18,Male,BCA,IT,6.82,0,3,4,5,72,7,1,0,Not Placed
43820,23,Female,MCA,ECE,7.83,1,4,7,4,70,6,2,0,Not Placed
15440,22,Male,MCA,ECE,7.99,1,4,6,7,79,6,2,0,Placed
49856,24,Female,B.Sc,ME,6.56,0,3,5,8,80,5,2,0,Placed
28739,18,Female,BCA,IT,6.38,1,4,6,7,71,3,2,2,Not Placed
30178,22,Male,B.Sc,Civil,5.98,1,3,4,7,58,6,1,3,Not Placed
5096,20,Female,BCA,CSE,8.05,1,5,9,3,72,5,3,0,Not Placed
42307,21,Male,BCA,CSE,7.2,1,5,9,6,50,4,2,1,Not Placed
37857,20,Male,MCA,Civil,7.35,0,3,4,5,81,5,2,2,Not Placed
9154,20,Male,B.Tech,Civil,7.08,0,4,5,7,61,4,2,1,Placed
69,18,Male,BCA,ME,4.85,0,2,2,4,53,5,1,3,Not Placed
24864,20,Female,B.Sc,ME,5.63,0,2,3,6,69,6,1,1,Not Placed
34329,23,Female,MCA,ECE,5.28,1,3,5,5,45,4,1,3,Not Placed
47705,24,Female,B.Sc,IT,6.67,0,4,7,5,80,5,2,0,Placed
16169,22,Male,B.Tech,Civil,7.51,1,4,6,5,79,8,2,0,Placed
32155,18,Male,B.Sc,ECE,6.01,2,4,6,6,56,7,2,2,Not Placed
11925,21,Male,B.Tech,CSE,7.69,2,5,8,5,71,5,2,0,Placed
17507,21,Male,B.Tech,ME,7.77,0,4,5,7,89,5,2,0,Placed
41046,18,Female,BCA,IT,8.26,2,5,9,6,62,6,3,0,Placed
30846,18,Male,B.Sc,Civil,6.09,1,3,3,4,57,6,1,2,Not Placed
7540,21,Female,B.Sc,IT,7.9,1,5,9,9,76,6,3,1,Placed
6469,20,Female,B.Sc,ECE,7.26,0,4,6,4,50,5,2,0,Not Placed
43132,23,Male,B.Tech,ME,6.66,0,3,3,5,65,7,1,0,Not Placed
14783,21,Male,BCA,IT,7.14,0,3,4,4,69,6,1,0,Not Placed
41746,24,Male,MCA,Civil,6.1,0,3,4,6,48,6,1,2,Not Placed
48197,23,Female,B.Sc,CSE,7.49,2,5,8,8,55,5,2,1,Placed
2286,20,Male,BCA,IT,7.02,1,4,7,4,48,4,2,0,Not Placed
43609,19,Female,B.Tech,Civil,6.84,2,4,6,8,62,6,2,0,Placed
4336,21,Female,BCA,ME,9.8,2,5,7,6,97,7,2,0,Placed
40282,24,Male,BCA,ME,5.82,0,2,3,6,81,5,1,1,Not Placed
6219,24,Female,B.Tech,ME,7.42,0,3,3,4,69,6,1,1,Not Placed
41847,24,Female,BCA,CSE,6.05,0,3,4,7,70,3,1,2,Not Placed
3126,19,Male,MCA,Civil,8.44,2,5,7,7,97,7,2,0,Placed
27227,23,Male,B.Tech,Civil,7.29,0,3,3,5,64,5,1,1,Not Placed
40267,23,Male,MCA,ME,6.01,0,3,4,3,75,5,1,2,Not Placed
24450,18,Female,BCA,CSE,8,1,6,10,8,62,6,3,1,Placed
23155,19,Male,B.Sc,Civil,6.36,0,2,2,7,61,7,1,2,Not Placed
36400,21,Female,MCA,Civil,6.8,0,3,4,8,73,7,1,0,Not Placed
24941,23,Female,B.Tech,IT,6.29,0,4,6,6,59,5,2,2,Not Placed
38883,19,Male,B.Tech,ME,8.4,1,5,7,5,70,5,2,0,Placed
1483,23,Female,BCA,CSE,6.83,0,4,7,4,66,7,2,2,Not Placed
7811,20,Male,B.Sc,ME,8.02,2,5,8,5,92,5,3,0,Placed
1590,20,Female,MCA,IT,5.66,0,3,4,5,56,5,1,2,Not Placed
3388,18,Female,MCA,ECE,6.78,1,4,6,8,68,6,2,2,Not Placed
46112,22,Male,BCA,ECE,7.58,0,4,6,5,96,4,2,1,Placed
15879,21,Male,MCA,CSE,7.17,0,3,4,5,51,6,1,2,Not Placed
33403,22,Male,BCA,Civil,6.34,0,3,4,6,59,5,1,1,Not Placed
14574,22,Female,B.Tech,CSE,7.06,0,4,6,4,85,4,2,2,Not Placed
36631,18,Male,MCA,ECE,7.17,1,4,7,5,68,6,2,0,Placed
37743,24,Female,B.Tech,Civil,5.53,0,3,4,7,68,5,1,2,Not Placed
10205,18,Male,B.Sc,CSE,7.74,0,4,5,8,84,5,2,0,Placed
38274,23,Female,B.Tech,IT,5.66,0,3,6,5,60,6,2,2,Not Placed
25937,21,Female,B.Sc,ME,6.74,1,3,5,7,48,7,1,0,Not Placed
48079,21,Female,MCA,ECE,6.69,0,4,8,7,70,6,2,0,Placed
42761,21,Female,MCA,ECE,6.98,1,4,6,5,79,3,2,2,Not Placed
21395,24,Female,BCA,IT,7.63,2,4,7,4,75,5,2,0,Not Placed
23787,22,Male,B.Sc,IT,5.96,1,3,6,7,56,5,2,1,Not Placed
28137,24,Male,B.Tech,IT,7.6,1,5,8,7,89,5,3,0,Placed
24206,24,Female,MCA,Civil,6.69,0,3,4,4,69,5,1,1,Not Placed
28704,18,Female,B.Sc,ECE,5.52,1,4,8,3,43,4,2,3,Not Placed
38261,19,Female,B.Sc,ME,7.53,1,3,4,6,79,6,1,0,Not Placed
15158,19,Male,MCA,Civil,8.32,2,4,6,6,83,6,2,0,Placed
33588,20,Male,B.Sc,CSE,6.85,0,3,5,6,56,5,1,1,Placed
13609,19,Male,B.Sc,ME,8.5,2,4,6,7,87,7,2,0,Placed
7405,23,Male,B.Sc,CSE,7.05,2,5,8,4,76,8,2,0,Not Placed
27361,23,Female,BCA,ECE,7.65,1,4,5,5,84,4,2,0,Placed
24007,21,Male,BCA,IT,6.63,1,3,5,6,65,6,2,0,Placed
17521,23,Female,BCA,ECE,4.97,0,2,3,8,55,5,1,2,Not Placed
17005,19,Male,BCA,CSE,7.77,0,4,5,8,90,5,2,1,Placed
43417,18,Female,MCA,ECE,6.31,0,5,9,5,67,6,3,2,Not Placed
26021,21,Male,BCA,ECE,6.98,2,3,5,6,79,8,2,0,Placed
42440,18,Female,MCA,ME,6.8,1,3,4,7,53,6,1,0,Not Placed
31671,22,Female,B.Tech,IT,5.64,0,2,3,5,50,8,1,3,Not Placed
24897,18,Female,BCA,ECE,6.7,1,3,5,3,81,4,2,0,Not Placed
10090,21,Female,MCA,CSE,7.04,0,4,5,5,66,7,2,0,Placed
47724,23,Female,B.Sc,ME,6.64,0,4,7,5,62,5,2,0,Placed
9511,18,Male,BCA,Civil,9.14,0,4,5,6,85,6,2,0,Placed
22985,21,Male,BCA,ME,7.47,0,4,5,3,70,4,2,1,Not Placed
26633,23,Female,B.Sc,Civil,7.8,0,4,5,7,69,6,2,2,Not Placed
3895,22,Female,BCA,Civil,7.5,0,4,6,6,65,5,2,0,Placed
36948,24,Male,BCA,ME,8,0,4,5,6,92,4,2,0,Placed
22474,24,Female,BCA,IT,7.3,1,4,7,8,62,6,2,0,Placed
19362,21,Female,BCA,Civil,5.93,0,3,5,4,66,6,2,3,Not Placed
36181,19,Female,MCA,Civil,7.84,1,4,5,6,72,6,2,1,Placed
26694,21,Male,MCA,Civil,6.08,0,3,4,7,69,3,1,2,Not Placed
11081,24,Male,BCA,CSE,6.83,1,5,9,8,62,6,3,1,Placed
22059,20,Male,B.Sc,Civil,7.73,2,5,8,5,68,5,2,0,Placed
3416,24,Female,MCA,Civil,7.84,0,3,3,3,88,6,1,1,Not Placed
41793,23,Male,BCA,Civil,7.92,1,4,7,2,86,7,2,0,Not Placed
32146,23,Male,B.Tech,ME,7.11,0,4,6,7,59,4,2,0,Placed
48499,22,Female,BCA,IT,7.98,2,4,6,3,75,7,2,0,Not Placed
1231,24,Female,MCA,IT,4.65,0,2,3,7,46,8,1,2,Not Placed
38839,18,Male,BCA,ME,6.32,0,3,4,7,70,6,1,1,Not Placed
33239,23,Male,BCA,IT,6.13,0,4,6,4,49,6,2,2,Not Placed
30524,19,Female,B.Tech,CSE,7.49,3,5,10,5,71,4,3,1,Placed
2304,24,Female,B.Sc,CSE,6.32,0,4,8,5,62,7,2,1,Not Placed
3493,22,Male,BCA,IT,6.52,0,3,4,7,70,5,1,2,Not Placed
42651,22,Male,BCA,ME,8.58,3,5,8,8,100,5,3,0,Placed
45942,19,Male,MCA,IT,8.73,1,5,8,7,71,5,2,1,Placed
8178,23,Female,B.Sc,CSE,8.09,0,4,5,4,92,5,2,0,Not Placed
19255,18,Female,B.Sc,CSE,7.06,1,4,7,5,67,8,2,1,Placed
12504,23,Male,BCA,ECE,6.45,0,3,4,6,55,5,1,1,Not Placed
1842,21,Female,B.Tech,ECE,4.87,1,2,3,6,48,8,1,1,Not Placed
18501,18,Female,B.Sc,IT,7.05,0,4,6,3,64,6,2,0,Not Placed
8236,24,Female,B.Tech,IT,7.57,2,5,8,7,74,8,2,1,Placed
2964,20,Male,BCA,ECE,8.42,2,5,8,6,86,7,3,0,Placed
5146,23,Female,BCA,ECE,6.55,0,3,4,6,64,7,1,1,Not Placed
42294,22,Female,MCA,CSE,8.05,1,5,7,6,75,7,2,0,Placed
